row_number,label,dataset_name,state_name,title
114,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_159.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_159.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_159.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
160,1,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Comparison of fracture healing and long-term patient-reported functional outcome between dorsal and volar plating for AO C3-type distal radius fractures
115,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_160.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
23,1,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Complications following dorsal versus volar plate fixation of distal radius fracture: a meta-analysis
115,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_23.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
42,1,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Management of Intra-Articular Distal Radius Fractures: Volar or Dorsal Locking Plate-Which Has Fewer Complications?
115,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_42.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
57,1,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Efficacy of volar and dorsal plate fixation for unstable dorsal distal radius fractures
115,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_expert_inclusion.csv,output\simulation\Distal_radius_fractures_approach_expert_inclusion\state_files\state_Distal_radius_fractures_approach_expert_inclusion_57.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
0,1,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,The use of dorsal distraction plating for severely comminuted distal radius fractures: A review and comparison to volar plate fixation
115,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_0.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
159,1,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Volar versus dorsal plating in the management of intra-articular distal radius fractures
115,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_159.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
160,1,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Comparison of fracture healing and long-term patient-reported functional outcome between dorsal and volar plating for AO C3-type distal radius fractures
115,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_160.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
23,1,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Complications following dorsal versus volar plate fixation of distal radius fracture: a meta-analysis
115,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Distal radius osteotomy in the elderly patient using angular stable implants and Norian bone cement
176,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Type C distal radial fractures treated with conventional AO plates: an easy and cost-saving solution in a locking plate era
151,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Accuracy of the skyline view for detecting dorsal cortical penetration during volar distal radius fixation
37,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Current Concepts in Wrist Arthroscopy
13,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Titanium versus Stainless-Steel Plating in the Surgical Treatment of Distal Radius Fractures: A Randomized Trial
164,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Comparison of AO Type-B and Type-C volar shearing fractures of the distal part of the radius
162,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Volar fixed-angle plating of the distal radius
114,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,A biomechanical comparison of two volar locked plates in a dorsally unstable distal radius fracture model
32,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Plating for distal radius fractures
130,0,data\Distal_radius_fractures_approach_fulltext_inclusion.csv,output\simulation\Distal_radius_fractures_approach_fulltext_inclusion\state_files\state_Distal_radius_fractures_approach_fulltext_inclusion_23.h5,Combined Volar and Dorsal Approach for Fixation of Comminuted Intra-Articular Distal Radial Fractures
