dataset_name,model,query_strategy,balance_strategy,feature_extraction,n_instances,wss95,wss100,rrf5,rrf10,loss,n_states
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_9.h5,nb,max,double,tfidf,1,50.54347826086957,50.54347826086957,20.0,40.0,0.19435897435897437,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_23.h5,nb,max,double,tfidf,1,33.152173913043484,33.152173913043484,10.0,20.0,0.21794871794871798,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_27.h5,nb,max,double,tfidf,1,28.804347826086953,28.804347826086953,30.0,30.0,0.23487179487179483,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_28.h5,nb,max,double,tfidf,1,30.97826086956522,30.97826086956522,20.0,30.0,0.23384615384615381,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_42.h5,nb,max,double,tfidf,1,30.434782608695656,30.434782608695656,20.0,30.0,0.2276923076923077,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_57.h5,nb,max,double,tfidf,1,33.152173913043484,33.152173913043484,0.0,10.0,0.24717948717948718,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_127.h5,nb,max,double,tfidf,1,28.26086956521739,28.26086956521739,30.0,40.0,0.22564102564102564,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_159.h5,nb,max,double,tfidf,1,32.065217391304344,32.065217391304344,20.0,30.0,0.22564102564102564,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_160.h5,nb,max,double,tfidf,1,27.717391304347828,27.717391304347828,20.0,30.0,0.21743589743589742,1
output/simulation/Distal_radius_fractures_approach_noisy_inclusion/state_files/state_Distal_radius_fractures_approach_noisy_inclusion_181.h5,nb,max,double,tfidf,1,28.26086956521739,28.26086956521739,30.0,30.0,0.2169230769230769,1
output/simulation/Distal_radius_fractures_closed_reduction_expert_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_expert_inclusion_33.h5,nb,max,double,tfidf,1,55.6390977443609,55.6390977443609,0.0,0.0,0.3357400722021661,1
output/simulation/Distal_radius_fractures_closed_reduction_expert_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_expert_inclusion_81.h5,nb,max,double,tfidf,1,55.26315789473684,55.26315789473684,33.333333333333336,33.333333333333336,0.23826714801444046,1
output/simulation/Distal_radius_fractures_closed_reduction_expert_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_expert_inclusion_167.h5,nb,max,double,tfidf,1,69.54887218045113,69.54887218045113,0.0,33.333333333333336,0.16365824308062574,1
output/simulation/Distal_radius_fractures_closed_reduction_expert_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_expert_inclusion_223.h5,nb,max,double,tfidf,1,57.142857142857146,57.142857142857146,33.333333333333336,33.333333333333336,0.2154031287605295,1
output/simulation/Distal_radius_fractures_closed_reduction_fulltext_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_fulltext_inclusion_33.h5,nb,max,double,tfidf,1,59.02255639097745,59.02255639097745,0.0,0.0,0.3032490974729242,1
output/simulation/Distal_radius_fractures_closed_reduction_fulltext_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_fulltext_inclusion_81.h5,nb,max,double,tfidf,1,57.89473684210527,57.89473684210527,33.333333333333336,33.333333333333336,0.2214199759326113,1
output/simulation/Distal_radius_fractures_closed_reduction_fulltext_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_fulltext_inclusion_167.h5,nb,max,double,tfidf,1,75.93984962406014,75.93984962406014,0.0,66.66666666666667,0.12996389891696752,1
output/simulation/Distal_radius_fractures_closed_reduction_fulltext_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_fulltext_inclusion_223.h5,nb,max,double,tfidf,1,56.390977443609025,56.390977443609025,33.333333333333336,33.333333333333336,0.24789410348977137,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_33.h5,nb,max,double,tfidf,1,43.98496240601503,43.98496240601503,0.0,14.285714285714285,0.3058277462609592,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_68.h5,nb,max,double,tfidf,1,42.105263157894726,42.105263157894726,14.285714285714285,28.57142857142857,0.26714801444043323,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_81.h5,nb,max,double,tfidf,1,40.60150375939848,40.60150375939848,14.285714285714285,42.857142857142854,0.22898401237751417,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_129.h5,nb,max,double,tfidf,1,38.345864661654126,38.345864661654126,14.285714285714285,42.857142857142854,0.2630221763795771,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_146.h5,nb,max,double,tfidf,1,41.353383458646604,41.353383458646604,14.285714285714285,14.285714285714285,0.31820526044352754,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_167.h5,nb,max,double,tfidf,1,56.01503759398495,56.01503759398495,0.0,28.57142857142857,0.23001547189272822,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_223.h5,nb,max,double,tfidf,1,40.22556390977442,40.22556390977442,14.285714285714285,42.857142857142854,0.2686952037132543,1
output/simulation/Distal_radius_fractures_closed_reduction_noisy_inclusion/state_files/state_Distal_radius_fractures_closed_reduction_noisy_inclusion_239.h5,nb,max,double,tfidf,1,43.98496240601503,43.98496240601503,14.285714285714285,14.285714285714285,0.29602888086642604,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_1.h5,nb,max,double,tfidf,1,75.1987281399046,75.1987281399046,30.769230769230766,53.84615384615385,0.1075721153846154,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_2.h5,nb,max,double,tfidf,1,75.3577106518283,75.3577106518283,38.46153846153846,69.23076923076923,0.0905048076923077,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_5.h5,nb,max,double,tfidf,1,74.24483306836248,74.24483306836248,7.692307692307692,53.84615384615385,0.13665865384615386,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_7.h5,nb,max,double,tfidf,1,71.70111287758347,71.70111287758347,7.692307692307692,61.53846153846153,0.12247596153846155,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_8.h5,nb,max,double,tfidf,1,75.99364069952306,75.99364069952306,38.46153846153846,61.53846153846153,0.09615384615384617,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_9.h5,nb,max,double,tfidf,1,74.40381558028616,74.40381558028616,38.46153846153846,61.53846153846153,0.09579326923076924,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_10.h5,nb,max,double,tfidf,1,72.33704292527821,72.33704292527821,46.15384615384615,46.15384615384615,0.11935096153846153,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_12.h5,nb,max,double,tfidf,1,71.54213036565977,71.54213036565977,46.15384615384615,46.15384615384615,0.11382211538461537,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_13.h5,nb,max,double,tfidf,1,73.60890302066773,73.60890302066773,7.692307692307692,46.15384615384615,0.13617788461538463,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_14.h5,nb,max,double,tfidf,1,71.06518282988871,71.06518282988871,46.15384615384615,46.15384615384615,0.11598557692307694,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_15.h5,nb,max,double,tfidf,1,72.6550079491256,72.6550079491256,38.46153846153846,46.15384615384615,0.1158653846153846,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_17.h5,nb,max,double,tfidf,1,73.29093799682035,73.29093799682035,46.15384615384615,46.15384615384615,0.10877403846153846,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_18.h5,nb,max,double,tfidf,1,74.88076311605724,74.88076311605724,46.15384615384615,53.84615384615385,0.1078125,1
output/simulation/Hallux_valgus_prognostic_expert_inclusion/state_files/state_Hallux_valgus_prognostic_expert_inclusion_19.h5,nb,max,double,tfidf,1,73.44992050874404,73.44992050874404,38.46153846153846,46.15384615384615,0.11875,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_1.h5,nb,max,double,tfidf,1,74.0858505564388,74.0858505564388,36.36363636363637,63.63636363636363,0.09715909090909092,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_2.h5,nb,max,double,tfidf,1,77.58346581875993,77.58346581875993,45.45454545454545,81.81818181818181,0.07059659090909091,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_7.h5,nb,max,double,tfidf,1,80.12718600953895,80.12718600953895,9.090909090909092,63.63636363636363,0.10071022727272726,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_8.h5,nb,max,double,tfidf,1,82.1939586645469,82.1939586645469,54.54545454545455,72.72727272727273,0.07230113636363636,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_9.h5,nb,max,double,tfidf,1,79.49125596184419,79.49125596184419,45.45454545454545,81.81818181818181,0.06491477272727272,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_10.h5,nb,max,double,tfidf,1,75.516693163752,75.516693163752,54.54545454545455,54.54545454545455,0.09715909090909092,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_12.h5,nb,max,double,tfidf,1,74.56279809220986,74.56279809220986,54.54545454545455,54.54545454545455,0.09502840909090908,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_14.h5,nb,max,double,tfidf,1,76.6295707472178,76.6295707472178,54.54545454545455,54.54545454545455,0.09303977272727272,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_15.h5,nb,max,double,tfidf,1,75.83465818759936,75.83465818759936,54.54545454545455,63.63636363636363,0.0856534090909091,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_17.h5,nb,max,double,tfidf,1,77.74244833068363,77.74244833068363,54.54545454545455,54.54545454545455,0.08750000000000001,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_18.h5,nb,max,double,tfidf,1,79.17329093799682,79.17329093799682,54.54545454545455,54.54545454545455,0.09630681818181817,1
output/simulation/Hallux_valgus_prognostic_fulltext_inclusion/state_files/state_Hallux_valgus_prognostic_fulltext_inclusion_19.h5,nb,max,double,tfidf,1,75.83465818759936,75.83465818759936,54.54545454545455,54.54545454545455,0.09360795454545454,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_0.h5,nb,max,double,tfidf,1,55.64387917329094,55.64387917329094,26.31578947368421,47.368421052631575,0.15748355263157895,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_1.h5,nb,max,double,tfidf,1,56.27980922098569,56.27980922098569,26.31578947368421,42.10526315789474,0.1495888157894737,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_2.h5,nb,max,double,tfidf,1,60.095389507154216,60.095389507154216,31.57894736842105,52.63157894736842,0.13462171052631577,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_3.h5,nb,max,double,tfidf,1,55.64387917329094,55.64387917329094,26.31578947368421,47.368421052631575,0.14128289473684208,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_4.h5,nb,max,double,tfidf,1,54.372019077901435,54.372019077901435,0.0,31.57894736842105,0.18782894736842107,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_5.h5,nb,max,double,tfidf,1,54.054054054054056,54.054054054054056,15.789473684210526,47.368421052631575,0.1837171052631579,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_6.h5,nb,max,double,tfidf,1,53.57710651828299,53.57710651828299,31.57894736842105,42.10526315789474,0.16652960526315788,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_7.h5,nb,max,double,tfidf,1,53.73608903020668,53.73608903020668,5.2631578947368425,42.10526315789474,0.16842105263157894,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_8.h5,nb,max,double,tfidf,1,55.16693163751987,55.16693163751987,31.57894736842105,47.368421052631575,0.1432565789473684,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_9.h5,nb,max,double,tfidf,1,55.48489666136725,55.48489666136725,31.57894736842105,52.63157894736842,0.13552631578947366,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_10.h5,nb,max,double,tfidf,1,55.48489666136725,55.48489666136725,36.8421052631579,42.10526315789474,0.16529605263157895,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_11.h5,nb,max,double,tfidf,1,53.10015898251192,53.10015898251192,10.526315789473685,47.368421052631575,0.1608552631578947,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_12.h5,nb,max,double,tfidf,1,55.48489666136725,55.48489666136725,36.8421052631579,42.10526315789474,0.1625,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_13.h5,nb,max,double,tfidf,1,54.848966613672495,54.848966613672495,5.2631578947368425,31.57894736842105,0.17828947368421053,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_14.h5,nb,max,double,tfidf,1,53.73608903020668,53.73608903020668,26.31578947368421,42.10526315789474,0.17245065789473685,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_15.h5,nb,max,double,tfidf,1,55.48489666136725,55.48489666136725,36.8421052631579,42.10526315789474,0.1583881578947368,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_16.h5,nb,max,double,tfidf,1,64.22893481717011,64.22893481717011,10.526315789473685,36.8421052631579,0.15435855263157897,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_17.h5,nb,max,double,tfidf,1,55.48489666136725,55.48489666136725,31.57894736842105,42.10526315789474,0.15625,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_18.h5,nb,max,double,tfidf,1,58.028616852146264,58.028616852146264,31.57894736842105,42.10526315789474,0.15263157894736842,1
output/simulation/Hallux_valgus_prognostic_noisy_inclusion/state_files/state_Hallux_valgus_prognostic_noisy_inclusion_19.h5,nb,max,double,tfidf,1,55.16693163751987,55.16693163751987,31.57894736842105,42.10526315789474,0.16726973684210522,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_6.h5,nb,max,double,tfidf,1,71.0,71.0,31.57894736842105,84.21052631578948,0.07632425114232527,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_21.h5,nb,max,double,tfidf,1,76.33333333333333,76.33333333333333,26.31578947368421,57.89473684210526,0.08630902013877137,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_39.h5,nb,max,double,tfidf,1,71.66666666666667,71.66666666666667,36.8421052631579,68.42105263157895,0.08309358605517007,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_47.h5,nb,max,double,tfidf,1,72.33333333333333,72.33333333333333,36.8421052631579,78.94736842105263,0.07666271788796751,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_58.h5,nb,max,double,tfidf,1,81.0,81.0,36.8421052631579,78.94736842105263,0.07057031646640717,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_82.h5,nb,max,double,tfidf,1,70.0,70.0,26.31578947368421,68.42105263157895,0.090032154340836,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_103.h5,nb,max,double,tfidf,1,75.33333333333333,75.33333333333333,21.05263157894737,63.1578947368421,0.08647825351159248,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_134.h5,nb,max,double,tfidf,1,72.33333333333333,72.33333333333333,31.57894736842105,84.21052631578948,0.07835505161617871,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_163.h5,nb,max,double,tfidf,1,73.66666666666667,73.66666666666667,31.57894736842105,57.89473684210526,0.08749365374851921,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_168.h5,nb,max,double,tfidf,1,72.66666666666667,72.66666666666667,26.31578947368421,78.94736842105263,0.08224741919106447,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_170.h5,nb,max,double,tfidf,1,73.33333333333333,73.33333333333333,26.31578947368421,57.89473684210526,0.08749365374851921,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_189.h5,nb,max,double,tfidf,1,73.0,73.0,36.8421052631579,68.42105263157895,0.08089355220849552,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_210.h5,nb,max,double,tfidf,1,70.66666666666667,70.66666666666667,26.31578947368421,57.89473684210526,0.08969368759519376,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_216.h5,nb,max,double,tfidf,1,72.0,72.0,26.31578947368421,78.94736842105263,0.08207818581824337,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_235.h5,nb,max,double,tfidf,1,69.66666666666667,69.66666666666667,36.8421052631579,84.21052631578948,0.07429345066847182,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_252.h5,nb,max,double,tfidf,1,71.66666666666667,71.66666666666667,31.57894736842105,84.21052631578948,0.0764934845151464,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_258.h5,nb,max,double,tfidf,1,73.66666666666667,73.66666666666667,31.57894736842105,84.21052631578948,0.07378575055000847,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_275.h5,nb,max,double,tfidf,1,73.66666666666667,73.66666666666667,26.31578947368421,52.63157894736842,0.09341682179725842,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_277.h5,nb,max,double,tfidf,1,72.66666666666667,72.66666666666667,26.31578947368421,57.89473684210526,0.08732442037569807,1
output/simulation/Head_and_neck_cancer_bone_expert_inclusion/state_files/state_Head_and_neck_cancer_bone_expert_inclusion_296.h5,nb,max,double,tfidf,1,73.0,73.0,42.10526315789474,78.94736842105263,0.07158571670333391,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_6.h5,nb,max,double,tfidf,1,78.66666666666667,78.66666666666667,20.0,70.0,0.08231511254019293,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_21.h5,nb,max,double,tfidf,1,76.66666666666667,76.66666666666667,30.0,70.0,0.07909967845659165,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_39.h5,nb,max,double,tfidf,1,78.0,78.0,40.0,80.0,0.07363344051446945,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_58.h5,nb,max,double,tfidf,1,89.33333333333333,89.33333333333333,40.0,90.0,0.06141479099678456,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_82.h5,nb,max,double,tfidf,1,74.0,74.0,30.0,70.0,0.09067524115755626,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_103.h5,nb,max,double,tfidf,1,77.66666666666667,77.66666666666667,40.0,70.0,0.0784565916398714,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_170.h5,nb,max,double,tfidf,1,76.0,76.0,40.0,60.0,0.0797427652733119,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_189.h5,nb,max,double,tfidf,1,77.0,77.0,30.0,70.0,0.08102893890675242,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_252.h5,nb,max,double,tfidf,1,79.66666666666667,79.66666666666667,30.0,90.0,0.07588424437299036,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_275.h5,nb,max,double,tfidf,1,74.33333333333333,74.33333333333333,20.0,70.0,0.09003215434083602,1
output/simulation/Head_and_neck_cancer_bone_fulltext_inclusion/state_files/state_Head_and_neck_cancer_bone_fulltext_inclusion_277.h5,nb,max,double,tfidf,1,78.0,78.0,30.0,70.0,0.07781350482315114,1
output/simulation/Head_and_neck_cancer_bone_noisy_inclusion/state_files/state_Head_and_neck_cancer_bone_noisy_inclusion_6.h5,nb,max,double,tfidf,1,73.3030303030303,70.0,33.33333333333333,66.66666666666666,0.08408847315599728,1
output/simulation/Head_and_neck_cancer_bone_noisy_inclusion/state_files/state_Head_and_neck_cancer_bone_noisy_inclusion_21.h5,nb,max,double,tfidf,1,74.3030303030303,68.66666666666667,39.39393939393939,60.6060606060606,0.08613465848192536,1
